period,timestamp,it_load_kw,cooling_demand_kw,cooling_energy_kwh,cooling_electrical_power_kw,cooling_electrical_energy_kwh,cop,facility_power_kw,facility_energy_kwh,it_energy_kwh,pue
baseline,2026-01-03 09:45:00,633.25,668.25,167.062,222.0,55.5,3.0101,968.74,242.186,158.312,1.5298
baseline,2026-01-03 10:00:00,643.91,678.91,169.729,227.17,56.793,2.9886,985.06,246.265,160.979,1.5298
baseline,2026-01-03 10:15:00,684.95,719.95,179.989,277.18,69.295,2.5974,1077.96,269.489,171.239,1.5738
baseline,2026-01-03 10:30:00,624.57,659.57,164.893,250.87,62.717,2.6292,988.55,247.136,156.143,1.5828
baseline,2026-01-03 10:45:00,658.65,693.65,173.413,244.87,61.218,2.8327,1018.16,254.541,164.663,1.5458
baseline,2026-01-03 11:00:00,608.54,643.54,160.885,216.36,54.09,2.9744,937.28,234.321,152.135,1.5402
baseline,2026-01-03 11:15:00,637.31,672.31,168.077,239.02,59.754,2.8128,990.0,247.5,159.327,1.5534
baseline,2026-01-03 11:30:00,659.07,694.07,173.518,249.38,62.346,2.7832,1023.11,255.779,164.768,1.5524
baseline,2026-01-03 11:45:00,654.01,689.01,172.252,260.51,65.126,2.6449,1028.94,257.236,163.502,1.5733
baseline,2026-01-03 12:00:00,666.66,701.66,175.416,249.74,62.436,2.8095,1031.41,257.852,166.666,1.5471
baseline,2026-01-03 12:15:00,696.43,731.43,182.858,276.76,69.19,2.6428,1089.53,272.383,174.108,1.5645
baseline,2026-01-03 12:30:00,672.05,707.05,176.762,266.28,66.571,2.6552,1053.58,263.394,168.012,1.5677
baseline,2026-01-03 12:45:00,695.12,730.12,182.529,271.73,67.933,2.6869,1083.13,270.782,173.779,1.5582
baseline,2026-01-03 13:00:00,674.39,709.39,177.347,262.79,65.698,2.6994,1052.53,263.132,168.597,1.5607
baseline,2026-01-03 13:15:00,689.94,724.94,181.235,265.24,66.309,2.7332,1071.22,267.806,172.485,1.5526
baseline,2026-01-03 13:30:00,670.62,705.62,176.405,236.51,59.128,2.9834,1022.31,255.578,167.655,1.5244
baseline,2026-01-03 13:45:00,692.91,727.91,181.976,244.46,61.116,2.9776,1053.55,263.387,173.226,1.5205
baseline,2026-01-03 14:00:00,698.55,733.55,183.388,258.32,64.579,2.8397,1073.31,268.326,174.638,1.5365
baseline,2026-01-03 14:15:00,693.43,728.43,182.109,255.63,63.908,2.8495,1065.27,266.318,173.359,1.5362
baseline,2026-01-03 14:30:00,672.18,707.18,176.795,266.02,66.506,2.6583,1053.45,263.363,168.045,1.5672
baseline,2026-01-03 14:45:00,701.24,736.24,184.059,255.03,63.757,2.8869,1072.82,268.206,175.309,1.5299
baseline,2026-01-03 15:00:00,647.95,682.95,170.737,248.8,62.2,2.745,1010.9,252.726,161.987,1.5602
baseline,2026-01-03 15:15:00,681.17,716.17,179.042,237.96,59.491,3.0096,1034.78,258.696,170.292,1.5191
baseline,2026-01-03 15:30:00,671.86,706.86,176.715,247.33,61.832,2.858,1034.42,258.606,167.965,1.5396
baseline,2026-01-03 15:45:00,681.67,716.67,179.167,271.84,67.959,2.6364,1069.18,267.294,170.417,1.5685
baseline,2026-01-03 16:00:00,687.07,722.07,180.517,237.32,59.331,3.0425,1040.31,260.077,171.767,1.5141
baseline,2026-01-03 16:15:00,666.91,701.91,175.476,261.97,65.493,2.6793,1043.89,260.972,166.726,1.5653
baseline,2026-01-03 16:30:00,675.76,710.76,177.69,238.57,59.642,2.9793,1029.74,257.435,168.94,1.5238
baseline,2026-01-03 16:45:00,676.08,711.08,177.771,246.5,61.624,2.8847,1038.0,259.501,169.021,1.5353
baseline,2026-01-03 17:00:00,642.77,677.77,169.442,235.22,58.806,2.8814,991.92,247.979,160.692,1.5432
baseline,2026-01-03 17:15:00,689.51,724.51,181.127,236.7,59.175,3.0609,1042.23,260.559,172.377,1.5116
baseline,2026-01-03 17:30:00,681.54,716.54,179.136,259.17,64.792,2.7648,1056.38,264.096,170.386,1.55
baseline,2026-01-03 17:45:00,653.88,688.88,172.22,235.53,58.884,2.9248,1003.84,250.96,163.47,1.5352
baseline,2026-01-03 18:00:00,661.1,696.1,174.026,251.23,62.808,2.7708,1027.09,256.772,165.276,1.5536
baseline,2026-01-03 18:15:00,630.65,665.65,166.413,242.84,60.71,,986.87,246.718,157.663,1.5648
baseline,2026-01-03 18:30:00,599.48,634.48,158.62,227.27,56.818,2.7917,938.72,234.681,149.87,1.5659
baseline,2026-01-03 18:45:00,668.1,703.1,175.776,248.49,62.123,2.8295,1031.66,257.915,167.026,1.5442
baseline,2026-01-03 19:00:00,642.01,677.01,169.253,239.41,59.852,2.8278,995.31,248.827,160.503,1.5503
baseline,2026-01-03 19:15:00,636.97,671.97,167.993,234.92,58.729,2.8605,985.55,246.388,159.243,1.5472
baseline,2026-01-03 19:30:00,623.66,658.66,164.665,233.82,58.454,2.817,970.54,242.635,155.915,1.5562
baseline,2026-01-03 19:45:00,605.99,640.99,160.247,215.0,53.751,2.9813,933.26,233.316,151.497,1.5401
baseline,2026-01-03 20:00:00,592.23,627.23,156.808,209.61,52.402,2.9924,913.49,228.372,148.058,1.5425
baseline,2026-01-03 20:15:00,580.24,615.24,153.809,215.39,53.848,2.8563,906.74,226.685,145.059,1.5627
baseline,2026-01-03 20:30:00,586.42,621.42,155.355,222.7,55.675,2.7904,920.51,230.127,146.605,1.5697
baseline,2026-01-03 20:45:00,596.4,631.4,157.849,222.92,55.731,2.8323,931.16,232.79,149.099,1.5613
baseline,2026-01-03 21:00:00,607.0,642.0,160.501,211.52,52.88,3.0352,930.84,232.71,151.751,1.5335
baseline,2026-01-03 21:15:00,573.85,608.85,152.213,232.68,58.171,2.6166,917.36,229.339,143.463,1.5986
baseline,2026-01-03 21:30:00,564.26,599.26,149.816,241.07,60.268,2.4858,915.73,228.932,141.066,1.6229
baseline,2026-01-03 21:45:00,653.34,688.34,172.085,231.06,57.765,2.9791,998.8,249.7,163.335,1.5288
baseline,2026-01-03 22:00:00,554.93,589.93,147.482,206.55,51.637,2.8562,871.45,217.861,138.732,1.5704
baseline,2026-01-03 22:15:00,607.27,642.27,160.567,221.54,55.384,2.8992,941.13,235.282,151.817,1.5498
baseline,2026-01-03 22:30:00,633.3,668.3,167.074,238.86,59.716,2.7978,985.66,246.414,158.324,1.5564
baseline,2026-01-03 22:45:00,584.1,619.1,154.775,227.31,56.827,2.7236,922.69,230.673,146.025,1.5797
baseline,2026-01-03 23:00:00,573.43,608.43,152.107,227.24,56.809,2.6775,911.47,227.867,143.357,1.5895
baseline,2026-01-03 23:15:00,586.14,621.14,155.285,215.78,53.945,2.8786,913.3,228.324,146.535,1.5582
baseline,2026-01-03 23:30:00,577.51,612.51,153.127,214.83,53.708,2.8511,903.33,225.832,144.377,1.5642
baseline,2026-01-03 23:45:00,605.3,640.3,160.075,224.21,56.053,2.8558,941.75,235.438,151.325,1.5558
baseline,2026-01-04 00:00:00,597.99,632.99,158.248,238.22,59.555,2.6572,948.12,237.031,149.498,1.5855
baseline,2026-01-04 00:15:00,597.59,632.59,158.148,217.57,54.392,2.9076,927.05,231.762,149.398,1.5513
baseline,2026-01-04 00:30:00,578.66,613.66,153.416,215.22,53.805,2.8513,904.92,226.231,144.666,1.5638
baseline,2026-01-04 00:45:00,612.52,647.52,161.879,249.76,62.44,2.5926,974.84,243.71,153.129,1.5915
baseline,2026-01-04 01:00:00,556.67,591.67,147.918,192.32,48.079,3.0765,859.04,214.76,139.168,1.5432
baseline,2026-01-04 01:15:00,569.19,604.19,151.047,231.3,57.826,2.6121,911.11,227.777,142.297,1.6007
baseline,2026-01-04 01:30:00,577.7,612.7,153.175,199.59,49.898,3.0698,888.29,222.072,144.425,1.5376
baseline,2026-01-04 01:45:00,564.33,599.33,149.832,204.86,51.214,2.9256,879.58,219.895,141.082,1.5586
baseline,2026-01-04 02:00:00,557.35,592.35,148.086,198.38,49.595,2.9859,865.8,216.451,139.336,1.5534
baseline,2026-01-04 02:15:00,562.26,597.26,149.315,204.41,51.102,2.9219,876.97,219.242,140.565,1.5597
baseline,2026-01-04 02:30:00,559.85,594.85,148.712,206.12,51.531,2.8859,876.17,219.041,139.962,1.565
baseline,2026-01-04 02:45:00,539.13,574.13,143.533,212.62,53.154,2.7003,861.01,215.252,134.783,1.597
baseline,2026-01-04 03:00:00,599.59,634.59,158.648,215.43,53.859,2.9456,927.01,231.753,149.898,1.5461
baseline,2026-01-04 03:15:00,551.92,586.92,146.73,214.07,53.518,2.7417,875.83,218.956,137.98,1.5869
baseline,2026-01-04 03:30:00,547.65,582.65,145.663,215.16,53.789,2.708,872.45,218.113,136.913,1.5931
baseline,2026-01-04 03:45:00,541.6,576.6,144.151,191.08,47.77,3.0176,842.06,210.514,135.401,1.5547
baseline,2026-01-04 04:00:00,557.62,592.62,148.156,202.18,50.546,2.9311,869.9,217.475,139.406,1.56
baseline,2026-01-04 04:15:00,579.21,614.21,153.552,211.58,52.895,2.903,901.85,225.464,144.802,1.557
baseline,2026-01-04 04:30:00,607.49,642.49,160.621,233.76,58.441,2.7484,953.59,238.397,151.871,1.5697
baseline,2026-01-04 04:45:00,567.91,602.91,150.726,218.48,54.621,2.7595,896.95,224.236,141.976,1.5794
baseline,2026-01-04 05:00:00,606.14,641.14,160.284,219.06,54.766,2.9267,937.48,234.369,151.534,1.5466
baseline,2026-01-04 05:15:00,593.39,628.39,157.098,221.44,55.359,2.8378,926.53,231.633,148.348,1.5614
baseline,2026-01-04 05:30:00,614.92,649.92,162.479,227.19,56.797,2.8607,954.77,238.694,153.729,1.5527
baseline,2026-01-04 05:45:00,570.0,605.0,151.25,219.56,54.889,2.7556,900.21,225.052,142.5,1.5793
baseline,2026-01-04 06:00:00,603.77,638.77,159.693,236.54,59.135,2.7005,952.48,238.12,150.943,1.5776
baseline,2026-01-04 06:15:00,584.64,619.64,154.91,223.17,55.792,2.7766,919.12,229.779,146.16,1.5721
baseline,2026-01-04 06:30:00,602.85,637.85,159.462,214.65,53.664,2.9715,929.63,232.408,150.712,1.5421
baseline,2026-01-04 06:45:00,623.02,658.02,164.504,253.01,63.253,2.6007,989.07,247.267,155.754,1.5875
baseline,2026-01-04 07:00:00,602.52,637.52,159.38,229.51,57.378,2.7777,944.15,236.037,150.63,1.567
baseline,2026-01-04 07:15:00,631.56,666.56,166.64,247.11,,2.6974,992.09,248.023,157.89,1.5709
baseline,2026-01-04 07:30:00,637.56,672.56,168.139,225.02,56.254,2.9889,976.26,244.065,159.389,1.5313
baseline,2026-01-04 07:45:00,669.51,704.51,176.127,260.39,65.098,2.7056,1045.03,261.257,167.377,1.5609
baseline,2026-01-04 08:00:00,676.63,711.63,177.909,249.56,62.391,2.8515,1041.65,260.412,169.159,1.5395
baseline,2026-01-04 08:15:00,601.72,636.72,159.181,219.88,54.969,2.8958,933.68,233.419,150.431,1.5517
baseline,2026-01-04 08:30:00,655.89,690.89,172.723,229.28,57.32,3.0133,999.69,249.923,163.973,1.5242
baseline,2026-01-04 08:45:00,652.75,687.75,171.937,256.79,64.198,2.6782,1023.91,255.978,163.187,1.5686
baseline,2026-01-04 09:00:00,635.7,670.7,167.676,231.43,57.858,2.898,980.74,245.186,158.926,1.5428
baseline,2026-01-04 09:15:00,624.44,659.44,164.86,241.15,60.288,2.7345,978.69,244.673,156.11,1.5673
baseline,2026-01-04 09:30:00,652.47,687.47,171.867,263.57,65.893,2.6083,1030.4,257.6,163.117,1.5792
baseline,2026-01-04 09:45:00,673.26,708.26,177.065,286.74,71.685,2.47,1075.3,268.824,168.315,1.5972
baseline,2026-01-04 10:00:00,689.12,724.12,181.031,257.1,64.275,2.8165,1062.23,265.558,172.281,1.5414
baseline,2026-01-04 10:15:00,652.45,687.45,171.862,229.11,57.277,3.0005,995.92,248.98,163.112,1.5264
baseline,2026-01-04 10:30:00,675.14,710.14,177.534,260.92,65.23,2.7216,1051.44,262.859,168.784,1.5574
baseline,2026-01-04 10:45:00,688.24,723.24,180.81,239.88,59.969,3.0151,1044.09,261.022,172.06,1.517
baseline,2026-01-04 11:00:00,678.34,713.34,178.335,268.48,67.12,2.6569,1062.35,265.587,169.585,1.5661
baseline,2026-01-04 11:15:00,666.14,701.14,175.285,296.92,74.23,2.3614,1078.03,269.509,166.535,1.6183
baseline,2026-01-04 11:30:00,658.05,693.05,173.262,250.37,62.593,2.7681,1023.03,255.758,164.512,1.5546
baseline,2026-01-04 11:45:00,631.55,666.55,166.638,246.21,61.554,2.7072,991.18,247.796,157.888,1.5694
baseline,2026-01-04 12:00:00,619.17,654.17,163.541,235.72,58.931,2.7751,967.75,241.938,154.791,1.563
baseline,2026-01-04 12:15:00,668.36,703.36,175.84,266.09,66.522,2.6434,1049.52,262.38,167.09,1.5703
baseline,2026-01-04 12:30:00,628.43,663.43,165.856,225.16,56.289,2.9465,966.86,241.715,157.106,1.5385
baseline,2026-01-04 12:45:00,679.52,714.52,178.631,244.53,61.132,2.9221,1039.63,259.907,169.881,1.5299
baseline,2026-01-04 13:00:00,676.91,711.91,177.978,257.45,64.363,2.7652,1049.82,262.456,169.228,1.5509
baseline,2026-01-04 13:15:00,701.05,736.05,184.011,240.61,60.152,3.0591,1058.2,264.55,175.261,1.5095
baseline,2026-01-04 13:30:00,652.7,687.7,171.925,257.89,64.472,2.6667,1024.96,256.24,163.175,1.5703
baseline,2026-01-04 13:45:00,660.9,695.9,173.974,253.4,63.351,2.7462,1029.04,257.26,165.224,1.557
baseline,2026-01-04 14:00:00,645.55,680.55,170.138,227.63,56.908,2.9897,987.23,246.809,161.388,1.5293
baseline,2026-01-04 14:15:00,705.0,740.0,185.0,254.22,63.555,2.9109,1075.95,268.987,176.25,1.5262
baseline,2026-01-04 14:30:00,702.3,737.3,184.324,265.75,66.437,2.7744,1084.65,271.162,175.574,1.5444
baseline,2026-01-04 14:45:00,681.06,716.06,179.016,261.58,65.395,2.7374,1058.29,264.573,170.266,1.5539
baseline,2026-01-04 15:00:00,667.17,702.17,175.542,252.23,63.057,2.7839,1034.42,258.605,166.792,1.5505
baseline,2026-01-04 15:15:00,654.16,689.16,172.29,242.85,60.712,2.8378,1011.45,252.862,163.54,1.5462
baseline,2026-01-04 15:30:00,655.99,690.99,172.749,256.6,64.15,2.6929,1027.12,256.779,163.999,1.5657
baseline,2026-01-04 15:45:00,665.38,700.38,175.096,242.03,60.508,2.8938,1022.36,255.589,166.346,1.5365
baseline,2026-01-04 16:00:00,667.74,702.74,175.684,244.76,61.191,2.8711,1027.55,256.887,166.934,1.5389
baseline,2026-01-04 16:15:00,725.34,760.34,190.086,272.12,68.03,2.7942,1115.1,278.776,181.336,1.5373
baseline,2026-01-04 16:30:00,655.07,690.07,172.517,236.86,59.214,2.9134,1006.4,251.601,163.767,1.5363
baseline,2026-01-04 16:45:00,694.63,729.63,182.408,255.56,63.889,2.8551,1066.45,266.611,173.658,1.5353
baseline,2026-01-04 17:00:00,702.47,737.47,184.367,278.05,69.513,2.6523,1097.13,274.282,175.617,1.5618
baseline,2026-01-04 17:15:00,655.56,690.56,172.64,246.73,61.682,2.7989,1016.79,254.197,163.89,1.551
baseline,2026-01-04 17:30:00,655.62,690.62,172.655,230.64,57.661,2.9943,1000.77,250.191,163.905,1.5264
baseline,2026-01-04 17:45:00,667.18,702.18,175.545,262.19,65.547,2.6781,1044.39,261.098,166.795,1.5654
baseline,2026-01-04 18:00:00,677.42,712.42,178.105,241.52,60.381,2.9497,1034.43,258.607,169.355,1.527
baseline,2026-01-04 18:15:00,641.06,676.06,169.015,245.18,61.296,2.7574,1000.09,250.022,160.265,1.5601
baseline,2026-01-04 18:30:00,656.88,691.88,172.97,229.18,57.295,3.0189,1000.62,250.155,164.22,1.5233
baseline,2026-01-04 18:45:00,654.64,689.64,172.411,251.11,,2.7464,1020.21,255.052,163.661,1.5584
baseline,2026-01-04 19:00:00,648.79,683.79,170.949,248.46,62.115,2.7521,1011.45,252.863,162.199,1.559
baseline,2026-01-04 19:15:00,629.14,664.14,166.036,263.15,65.788,2.5238,1005.6,251.401,157.286,1.5984
baseline,2026-01-04 19:30:00,651.41,686.41,171.602,240.9,60.225,2.8493,1006.62,251.656,162.852,1.5453
baseline,2026-01-04 19:45:00,619.32,654.32,163.579,234.78,58.696,2.7869,966.97,241.742,154.829,1.5613
baseline,2026-01-04 20:00:00,643.32,678.32,169.581,240.12,60.031,2.8249,997.4,249.349,160.831,1.5504
baseline,2026-01-04 20:15:00,642.54,677.54,169.386,238.49,59.624,2.8409,994.95,248.738,160.636,1.5485
baseline,2026-01-04 20:30:00,584.58,619.58,154.894,217.75,54.437,2.8454,913.63,228.407,146.144,
baseline,2026-01-04 20:45:00,635.48,670.48,167.621,218.24,54.56,3.0722,967.32,241.83,158.871,1.5222
baseline,2026-01-04 21:00:00,611.92,646.92,161.729,232.69,58.173,2.7802,957.14,239.285,152.979,1.5642
baseline,2026-01-04 21:15:00,605.59,640.59,160.148,202.68,50.67,3.1606,920.52,230.131,151.398,1.52
baseline,2026-01-04 21:30:00,566.24,601.24,150.31,198.57,49.642,3.0279,875.29,218.822,141.56,1.5458
baseline,2026-01-04 21:45:00,658.15,693.15,173.287,243.71,60.928,2.8441,1016.48,254.119,164.537,1.5445
baseline,2026-01-04 22:00:00,596.28,631.28,157.821,210.76,52.691,2.9952,918.88,229.72,149.071,1.541
baseline,2026-01-04 22:15:00,655.17,690.17,172.543,244.7,61.175,2.8205,1014.36,253.589,163.793,1.5482
baseline,2026-01-04 22:30:00,554.87,589.87,147.467,191.73,47.933,3.0765,856.57,214.142,138.717,1.5437
baseline,2026-01-04 22:45:00,623.65,658.65,164.664,233.43,58.358,2.8216,970.15,242.538,155.914,1.5556
baseline,2026-01-04 23:00:00,570.84,605.84,151.459,217.44,54.36,2.7862,898.96,224.741,142.709,1.5748
baseline,2026-01-04 23:15:00,610.72,645.72,161.431,241.06,60.264,2.6787,964.26,241.066,152.681,1.5789
baseline,2026-01-04 23:30:00,547.37,582.37,145.594,188.0,46.999,3.0978,845.0,211.25,136.844,1.5437
baseline,2026-01-04 23:45:00,556.83,591.83,147.957,191.0,47.751,3.0985,857.89,214.472,139.207,1.5407
baseline,2026-01-05 00:00:00,580.15,615.15,153.789,232.13,58.032,2.6501,923.39,230.848,145.039,1.5916
baseline,2026-01-05 00:15:00,588.61,623.61,155.901,211.69,52.924,2.9458,911.79,227.947,147.151,1.5491
baseline,2026-01-05 00:30:00,570.64,605.64,151.41,203.69,50.923,2.9733,885.01,221.253,142.66,1.5509
baseline,2026-01-05 00:45:00,564.97,599.97,149.992,187.72,46.93,3.1961,863.11,215.778,141.242,1.5277
baseline,2026-01-05 01:00:00,581.58,616.58,154.145,220.05,55.012,2.802,912.8,228.2,145.395,1.5695
baseline,2026-01-05 01:15:00,585.2,620.2,155.049,197.72,49.43,3.1368,894.25,223.562,146.299,1.5281
baseline,2026-01-05 01:30:00,623.99,658.99,164.747,223.62,55.906,2.9469,960.69,240.173,155.997,1.5396
baseline,2026-01-05 01:45:00,591.76,626.76,156.691,212.52,53.129,2.9492,915.91,228.978,147.941,1.5478
baseline,2026-01-05 02:00:00,567.26,602.26,150.566,207.51,51.878,2.9023,885.3,221.326,141.816,1.5607
baseline,2026-01-05 02:15:00,576.63,611.63,152.907,206.73,51.684,2.9585,894.31,223.577,144.157,1.5509
baseline,2026-01-05 02:30:00,562.55,597.55,149.387,207.84,51.959,2.8751,880.7,220.174,140.637,1.5656
baseline,2026-01-05 02:45:00,543.2,578.2,144.551,180.63,45.157,3.2011,833.28,208.319,135.801,1.534
baseline,2026-01-05 03:00:00,503.21,538.21,134.552,170.29,42.573,3.1605,781.15,195.287,125.802,1.5523
baseline,2026-01-05 03:15:00,615.94,650.94,162.736,217.82,,2.9885,946.48,236.62,153.986,1.5366
baseline,2026-01-05 03:30:00,,600.76,150.191,217.51,54.378,2.762,893.73,223.434,141.441,1.5797
baseline,2026-01-05 03:45:00,565.66,600.66,150.164,210.22,52.555,2.8573,886.33,221.583,141.414,1.5669
baseline,2026-01-05 04:00:00,530.25,565.25,141.312,214.68,53.669,2.633,853.78,213.446,132.562,1.6102
baseline,2026-01-05 04:15:00,535.54,570.54,142.634,217.18,54.295,2.627,861.82,215.454,133.884,1.6093
baseline,2026-01-05 04:30:00,576.01,611.01,152.753,244.37,61.093,2.5003,931.31,232.827,144.003,1.6168
baseline,2026-01-05 04:45:00,592.53,627.53,156.882,210.87,52.719,2.9758,915.07,228.766,148.132,1.5443
baseline,2026-01-05 05:00:00,588.38,623.38,155.844,237.79,59.446,2.6216,937.64,234.409,147.094,1.5936
baseline,2026-01-05 05:15:00,,,153.512,196.75,49.186,3.121,886.85,221.713,144.762,1.5316
baseline,2026-01-05 05:30:00,596.38,631.38,157.845,231.76,57.94,2.7243,939.98,234.995,149.095,1.5761
baseline,2026-01-05 05:45:00,572.08,607.08,151.771,230.09,57.522,2.6385,912.92,228.229,143.021,1.5958
baseline,2026-01-05 06:00:00,614.28,649.28,162.319,237.32,59.33,2.7359,964.24,241.06,153.569,1.5697
baseline,2026-01-05 06:15:00,561.18,596.18,149.046,213.67,53.418,2.7902,885.11,221.277,140.296,1.5772
baseline,2026-01-05 06:30:00,610.79,645.79,161.448,238.78,59.695,2.7045,962.06,240.514,152.698,1.5751
baseline,2026-01-05 06:45:00,625.17,660.17,165.043,223.7,55.925,2.9511,962.0,240.501,156.293,1.5388
baseline,2026-01-05 07:00:00,604.31,639.31,159.828,211.67,52.918,3.0203,928.18,232.045,151.078,1.5359
baseline,2026-01-05 07:15:00,627.58,662.58,165.644,218.56,54.639,3.0316,959.37,239.843,156.894,1.5287
baseline,2026-01-05 07:30:00,629.0,,166.001,242.5,60.625,2.7381,984.81,246.202,157.251,1.5657
baseline,2026-01-05 07:45:00,629.73,664.73,166.183,234.96,58.74,2.8291,978.03,244.508,157.433,1.5531
baseline,2026-01-05 08:00:00,623.46,658.46,164.614,236.99,59.248,2.7784,973.5,243.376,155.864,1.5615
baseline,2026-01-05 08:15:00,607.05,642.05,160.512,219.7,54.924,2.9224,939.06,234.765,151.762,1.5469
baseline,2026-01-05 08:30:00,609.97,644.97,161.244,224.57,56.143,2.872,947.0,236.749,152.494,1.5525
baseline,2026-01-05 08:45:00,623.57,658.57,164.642,227.41,56.853,2.8959,964.04,241.01,155.892,1.546
baseline,2026-01-05 09:00:00,654.42,689.42,172.355,241.96,60.49,2.8493,1010.83,252.707,163.605,1.5446
baseline,2026-01-05 09:15:00,645.8,680.8,170.201,249.66,62.415,2.7269,1009.53,252.381,161.451,1.5632
baseline,2026-01-05 09:30:00,620.5,655.5,163.876,233.6,58.4,2.8061,967.03,241.756,155.126,1.5585
baseline,2026-01-05 09:45:00,657.92,692.92,173.23,232.68,58.169,2.978,1005.2,251.301,164.48,1.5279
baseline,2026-01-05 10:00:00,674.2,709.2,177.3,266.29,66.573,2.6632,1055.83,263.958,168.55,1.5661
baseline,2026-01-05 10:15:00,646.37,681.37,170.343,248.22,62.054,2.7451,1008.68,252.169,161.593,1.5605
baseline,2026-01-05 10:30:00,686.08,721.08,180.27,272.01,68.003,2.6509,1073.97,268.492,171.52,1.5654
baseline,2026-01-05 10:45:00,636.3,671.3,167.824,253.0,63.249,2.6534,1002.93,250.731,159.074,1.5762
baseline,2026-01-05 11:00:00,652.49,687.49,171.872,231.75,57.937,2.9665,998.6,249.65,163.122,1.5304
baseline,2026-01-05 11:15:00,690.94,725.94,181.485,238.13,59.533,3.0485,1045.16,261.291,172.735,1.5127
baseline,2026-01-05 11:30:00,675.5,710.5,177.624,235.34,58.836,3.019,1026.24,256.56,168.874,1.5192
baseline,2026-01-05 11:45:00,660.6,695.6,173.899,249.92,62.48,2.7833,1025.24,256.311,165.149,1.552
baseline,2026-01-05 12:00:00,658.71,693.71,173.427,200.78,50.194,3.4551,974.12,243.531,164.677,1.4788
baseline,2026-01-05 12:15:00,669.63,704.63,176.157,248.98,62.245,2.83,1033.74,258.435,167.407,1.5438
baseline,2026-01-05 12:30:00,680.52,715.52,178.88,245.06,61.265,2.9198,1041.21,260.301,170.13,1.53
baseline,2026-01-05 12:45:00,679.32,714.32,178.58,247.89,61.972,2.8816,1042.78,260.694,169.83,1.535
baseline,2026-01-05 13:00:00,690.5,725.5,181.374,251.03,62.757,2.8901,1057.6,264.399,172.624,1.5316
baseline,2026-01-05 13:15:00,696.95,731.95,182.987,258.76,64.69,2.8287,1072.07,268.018,174.237,1.5382
baseline,2026-01-05 13:30:00,674.75,709.75,177.438,221.94,55.484,3.198,1012.05,253.013,168.688,1.4999
baseline,2026-01-05 13:45:00,691.76,726.76,181.689,266.07,66.519,2.7314,1073.96,268.49,172.939,1.5525
baseline,2026-01-05 14:00:00,637.09,672.09,168.023,214.54,53.634,3.1328,965.3,241.324,159.273,1.5152
